review_id,user_name,rating,review_title,review_text,review_date,app_version,platform,country,app_id,brand,userImage,helpful,reviewCreatedVersion,dev_reply,repliedAt,appVersion,lang,package
13119284538,0reo385,4,성별 선택,성별을 선택해주세요 라는 문구만 뜨고 아무것도 안떠서 다음으로 넘어갈수가 없어요 ㅜ!!,2025-09-09 18:56:52,1.0.0,ios,kr,6741460190,루션,,,,,,,,nan
13117146638,박박디리라,3,초기 설정,성별 선택하라는데 아무 것도 안떠서 안넘어가 지는데용..,2025-09-09 06:14:50,1.0.0,ios,kr,6741460190,루션,,,,,,,,nan
13115327046,으카크규수,3,앱 업데이트를 했는데 staging버전이라고 떠요.,로그인도 안돼요..,2025-09-08 17:37:09,1.0.0,ios,kr,6741460190,루션,,,,,,,,nan
88aa2bf7-5a07-426f-a003-13984851f5bf,박종혁,5,,루션이 깔끔해서 제일 쓰기 편해요 미션 덕분에 기록도 꾸준히 하게 되네요 굿이에요!,2025-10-12 19:37:01,nan,android,kr,nan,루션,https://play-lh.googleusercontent.com/a-/ALV-UjW8Y1Tj6QDisZSLUXGF5g3artYtPa1ANvn6nu9O9xXqGj3Hi-U,0,1.2.0,None,,1.2.0,ko,com.kurly.balance
caa1cfd7-23e7-436b-a255-6a7c1cce8933,홍정은,2,,걷기정보가 헬스커넥터와 연동이 안되네요. 앱 설정문제 확인했구요 연동도 체크했는데 걸음수는 체크가 안됩니다 컬리때문에 우선은 깔아놨는데 연동 안되면 점차.안쓸것 같아요,2025-10-11 11:39:23,nan,android,kr,nan,루션,https://play-lh.googleusercontent.com/a/ACg8ocLG24UX9T4u6IDcaQTNBMDMG9zVPRuCJq7K8y-H-a52LJYipA=mo,2,1.2.0,None,,1.2.0,ko,com.kurly.balance
f2c61e3a-d050-4c58-a3c1-eec6521a98b7,lea LEE,5,,"처음엔 그냥 식단 기록 앱인 줄 알았는데 써보니 완전 달라요. 식단을 매일 편하게 기록할 수 있다 보니 쓰다보니 3kg 감량했네요 루션 덕분에 하루를 건강하게 마무리하는 습관이 생겼어요. 보상도 있어서 꾸준히 하게 되고, 결과도 눈에 보여요. 다이어트 앱이라기보다 나를 관리해주는 매니저 같아요. 요즘 제 하루는 루션으로 시작해서 루션으로 끝나요! 감사해요 ~",2025-10-10 23:47:36,nan,android,kr,nan,루션,https://play-lh.googleusercontent.com/a-/ALV-UjWBcnEky0UCQ96rbX6ROVlkzicjnm7x4HCFH7R4gBSNULW1xPxl4g,1,1.2.0,None,,1.2.0,ko,com.kurly.balance
cbb3a0ce-a6b7-440d-958d-c132e9158807,황민규,5,,"매번 다이어트 앱 깔았다가 금방 지웠는데, 루션은 다르네요. 식단 기록이 귀찮지 않고, 미션이 있어서 꾸준히 하게 돼요.",2025-10-10 18:33:57,nan,android,kr,nan,루션,https://play-lh.googleusercontent.com/a/ACg8ocLxbdECRQ9Y5vcbzgkzosp1E6BWl3cdLG12Z55khQl2G3rjkg=mo,1,1.2.0,None,,1.2.0,ko,com.kurly.balance
66acc61c-603c-47ed-a8d5-72da4914d76a,모닉,5,,다이어트 식단 기록용으로 사용하고 있는데 쓰기 편하고 좋네요. 사진 찍으면 꽤 정확하게 인식되는 게 신기해요. 구웃,2025-10-10 18:20:38,nan,android,kr,nan,루션,https://play-lh.googleusercontent.com/a-/ALV-UjV4eHelGJ1LeovKnU6uNq3YqR-8nyl1FmZURd0awNUBVy5jIrWG0Q,1,,None,,,ko,com.kurly.balance
3793b8e8-6041-4ea9-b24c-4ed284fb99b8,오이날다,5,,"없는 음식들이 몇가지 꽤 많지만 나름 칼로리 얼마나 섭취하고 있는지는 대충 알수 있고, 컬리도 자주 이용하는데 추천식단에서 바로 컬리로 이동해서 구매할수 있는게 편한거 같음. 근데 걸음수는 삼성헬스 앱이랑 연동이 안되는거 같은데 어떤걸로 연동해서 걸음수를 채워야 하나요? 답변 감사합니다.",2025-10-10 16:25:10,nan,android,kr,nan,루션,https://play-lh.googleusercontent.com/a-/ALV-UjUy0FccnKZ0eONcEc0iCu1N-1e3XIUfgq7KOirTvdl8J2p1RvWy,1,1.2.0,안녕하세요 루션팀입니다. 걸음수는 '삼성헬스' 앱의 걸음정보를 '헬스커넥트'를 통해 연동됩니다. 그래서 삼성헬스 앱과 헬스커넥트가 모두 설치되어 있어야 합니다.,2025-10-10 18:51:57,1.2.0,ko,com.kurly.balance
fe772d76-6827-4891-9e27-9cfa6af43fd7,리샤,4,,헬스커넥트 활성화 했는데 걸음수가 안재져요 왜인가요?,2025-10-10 16:20:16,nan,android,kr,nan,루션,https://play-lh.googleusercontent.com/a/ACg8ocLNDVnAgq0V8CghnmpxjuIvbMnd7oAWNNJCO5uomELNXr5GQQ=mo,0,1.2.0,"루션 이용에 불편을 드려 죄송합니다. #1. 설정 → 애플리케이션 → '삼성헬스' 선택 (삼성헬스가 없다면 설치 필요) #2. '권한' 또는 '모션 센서 접근' 항목 진입 #3. “신체 활동” 권한 ON (허용) #4. 뒤로가기로 이전화면으로 이동 #5. ""헬스 커넥트"" 진입 #6. ""걸음수"" ON (허용) ** 그래도 걸음수가 정상화 되지 않으셨다면, '헬스커넥트' 앱 삭제 후 재설치 권장드립니다. (플레이스토어에서 '헬스커넥트' 검색 후 제거 -> 설치) #안내 가이드 : https://roution-asset.kurly.com/assets/pedometerguide.jpg",2025-10-10 19:22:23,1.2.0,ko,com.kurly.balance
c77f924d-1afd-4c22-85e8-9e0fab83cfd4,김나연,3,,걸음 오류납니다 연휴 내내 그러길래 연휴 끝나면 정상화될줄 알았는데 안되네요,2025-10-10 13:50:21,nan,android,kr,nan,루션,https://play-lh.googleusercontent.com/a-/ALV-UjV39n21hI6-E3DgVhd9CK9TtJ2WtMk3wK_RTD4NMb-ADBtjHL6w,1,1.2.0,"루션 이용에 불편을 드려 죄송합니다. #1. 설정 → 애플리케이션 → '삼성헬스' 선택 (삼성헬스가 없다면 설치 필요) #2. '권한' 또는 '모션 센서 접근' 항목 진입 #3. “신체 활동” 권한 ON (허용) #4. 뒤로가기로 이전화면으로 이동 #5. ""헬스 커넥트"" 진입 #6. ""걸음수"" ON (허용) ** 그래도 걸음수가 정상화 되지 않으셨다면, '헬스커넥트' 앱 삭제 후 재설치 권장드립니다. (플레이스토어에서 '헬스커넥트' 검색 후 제거 -> 설치) #안내 가이드 : https://roution-asset.kurly.com/assets/pedometerguide.jpg",2025-10-10 19:22:15,1.2.0,ko,com.kurly.balance
cbd5b077-6886-4229-8de3-bae26489d4bd,이수리,3,,다른분도 남겼지만 걷기가 측정이 안되요. 설정가서 다 해봤는데 안되네요 이유가 뭔가요?,2025-10-06 20:46:04,nan,android,kr,nan,루션,https://play-lh.googleusercontent.com/a/ACg8ocJdFGPtpwSpMK9hAU3Rdl1oL2PI_mueIyJvEtXK7UcgQKqbug=mo,4,1.2.0,"루션 이용에 불편을 드려 죄송합니다. #1. 설정 → 애플리케이션 → '삼성헬스' 선택 (삼성헬스가 없다면 설치 필요) #2. '권한' 또는 '모션 센서 접근' 항목 진입 #3. “신체 활동” 권한 ON (허용) #4. 뒤로가기로 이전화면으로 이동 #5. ""헬스 커넥트"" 진입 #6. ""걸음수"" ON (허용) ** 그래도 걸음수가 정상화 되지 않으셨다면, '헬스커넥트' 앱 삭제 후 재설치 권장드립니다. (플레이스토어에서 '헬스커넥트' 검색 후 제거 -> 설치) #안내 가이드 : https://roution-asset.kurly.com/assets/pedometerguide.jpg",2025-10-10 19:21:59,1.2.0,ko,com.kurly.balance
51e7d1fd-2125-472f-8439-1cec87e4582a,나은진,1,,걷기가 측정안되네요. 뭔가 시스템 설정안내를 다시보려해도 안보이구요.,2025-10-05 20:39:17,nan,android,kr,nan,루션,https://play-lh.googleusercontent.com/a-/ALV-UjW8p_3vPwzZiO8OkdvU4VXecGc78mVEAgWlIZ8y0sMWCmMhyczn,4,1.2.0,"루션 이용에 불편을 드려 죄송합니다. #1. 설정 → 애플리케이션 → '삼성헬스' 선택 (삼성헬스가 없다면 설치 필요) #2. '권한' 또는 '모션 센서 접근' 항목 진입 #3. “신체 활동” 권한 ON (허용) #4. 뒤로가기로 이전화면으로 이동 #5. ""헬스 커넥트"" 진입 #6. ""걸음수"" ON (허용) ** 그래도 걸음수가 정상화 되지 않으셨다면, '헬스커넥트' 앱 삭제 후 재설치 권장드립니다. (플레이스토어에서 '헬스커넥트' 검색 후 제거 -> 설치) #안내 가이드 : https://roution-asset.kurly.com/assets/pedometerguide.jpg",2025-10-10 19:22:07,1.2.0,ko,com.kurly.balance
b0bf8d05-5f4b-4236-97bd-54c6b88779a8,국아영,5,,먹은 칼로리 만기재되네요 운동한 칼로리도 좀빼야하지않을까요~~^^,2025-09-27 19:14:58,nan,android,kr,nan,루션,https://play-lh.googleusercontent.com/a/ACg8ocJaNsNuT0hiuBdPeJMQ5Fvd38WqkaooIQLl7w2khG8PnrTPuA=mo,1,1.1.2,None,,1.1.2,ko,com.kurly.balance
6e9d4bf8-3667-4123-828b-5a7b973afe73,aolv,4,,"아직 나온지 얼마 되지 않아 식품정보가 떨어진다는건 알지만... 그래도 더 많이 넣어주셨으면 합니다ㅠㅠㅠ 그리고 다들 식단관리 목적, 다이어트 목적으로 많이 이용하실텐데 목표 칼로리를 조정할 수 있는 기능은 없더군요... 제시해주는 칼로리보다 낮게 책정하고 싶은데... 따로 조정 기능이 생기면 좋을 것 같습니다! 그리고 요즘 당함량에 다들 민감한만큼 당함량도 체크할 수 있는 기능이 있다면 좋을 것 같아요! 이런것들 외엔 깔끔하고 직관적이라 좋은 앱인 것 같네요ㅎ",2025-09-21 02:24:19,nan,android,kr,nan,루션,https://play-lh.googleusercontent.com/a-/ALV-UjUTugUTMFgx1L6AjpYVspmWLIA6bQ9Jywdq5CkHTZe6kd8Tyf4,2,1.1.2,None,,1.1.2,ko,com.kurly.balance
c5cd4782-0c79-4839-bfb7-23dea4577a41,이창우,3,,"루션 포인트(3,000점) 지급은 왜 안주나요? 어제 가입하고, 식단 등록 다 했는데도 안주시네요.ㅠ",2025-09-17 14:32:59,nan,android,kr,nan,루션,https://play-lh.googleusercontent.com/a/ACg8ocIjh_Qrx5EStQLFOKb4Ux2RBmy4ZZNwNtBJCyb9xqpe_c3lCw=mo,3,1.0.2,"안녕하세요 루션팀입니다 가입시 첫 식단 등록을 완료하였을 경우, '루션포인트' 로 3,000포인트가 자동지급됩니다. 자세한 루션 포인트 미지급 등 문의는 contact@roution.ai 로 부탁드립니다.",2025-10-11 00:02:42,1.0.2,ko,com.kurly.balance
e6d64e37-ded6-4230-8f53-b3ff073eb6b0,김형규,5,,쉽고 간편하네요! 그리고 식단기록하고 받은 포인트로 컬리에서 교환할 수 있어서 좋아요!,2025-09-10 19:12:13,nan,android,kr,nan,루션,https://play-lh.googleusercontent.com/a/ACg8ocL1FSPceicrDnd29rQ9S-XYmwSUdbRnbdUDcNgEzI5EwbYwPW4=mo,3,,None,,,ko,com.kurly.balance
a9d420fe-4cb6-46e2-9872-3cd3b3cdcd25,holly im,5,,요리하기 귀찮은 사람한텐 딱이네요. 컬리에서 도시락이나 간편식 자주 사먹는데 연동 되어있으니 ㅋㅋㅋㅋㅋ 근데 포인트 모으기가 빡세서 열심히 달려야겠음~ ㅠㅠ,2025-09-10 18:43:09,nan,android,kr,nan,루션,https://play-lh.googleusercontent.com/a-/ALV-UjUN1vEvglhUptWtxI_RxS2VipxImvyqFgXJ7elaxzf8ZcdWWBA,1,,None,,,ko,com.kurly.balance
a0d343cd-400d-4c03-af73-c971ad71d080,DoHee Kim (얀을[DoHee]),3,,마켓컬리를 통해 가입해서 식단 등록까지 했는데요. 포인트 3000 지급해준다는거 언제 지급해 주시나요???? 첫 사작하면 3000포인트 준다고했는데요. 그냥 일반포인트만 들어오네요.,2025-09-10 09:18:07,nan,android,kr,nan,루션,https://play-lh.googleusercontent.com/a-/ALV-UjVt4Vg103wAsGf84UdB8o5znWC-OhXHhICeGtG-zRyNjTn72Ew,0,,"안녕하세요 DoHee Kim님, 루션팀입니다 가입시 첫 식단 등록을 완료하였을 경우, '루션포인트' 로 3,000포인트가 자동지급됩니다. 자세한 루션 포인트 미지급 등 문의는 contact@roution.ai 로 부탁드립니다.",2025-09-10 19:07:24,,ko,com.kurly.balance
4ccb11ed-a37c-40d6-8267-75f1c05385c9,jayoung kim,3,,앱을 삭제하고 다시 깔았을때는 로그인이 잘 되는데 컬리앱으로 간편로그인-허용하기 눌렀는데 로그인이 실패했습니다..라고 떠요..컬리 아이디로 로그인하려고 해도 안되고...자꾸 지웠다 깔기도 그렇고...잘 사용해볼려고 했는데..아쉽..,2025-09-09 09:07:33,nan,android,kr,nan,루션,https://play-lh.googleusercontent.com/a/ACg8ocL-MODITZEdixZPpSmcF2U8aKISMJmrAjISWhzR6r2vl0rPOg=mo,3,1.0.0,None,,1.0.0,ko,com.kurly.balance
db0db93c-e337-4767-b7e9-82bfee619ca5,any body,1,,"시중에 나온 다른 식단 어플에 비해, 식단 등록이 불편함. 대략적인 메뉴나 컬리에서 구매할 수 있는 상품 외에도 프랜차이즈 식당의 메뉴 칼로리는 제시할 수 있어야 하지 않을까요. 두찜의 실비한우곱찜닭 루션만 검색 안됨. 곱도리탕으로 하려고 해도 검색 안됨. 그래서 곱창전골에 닭가슴살 추가해서 입력함. 컬리 포인트 외에 구체적인 차별점이나 매력 모르겠음 + 그리고 컬리 연계 장점을 살려서, 일주일 한달 단위로 식단을 스스로 계획할 수 있게 하고, 그 계획을 컬리 상품으로 구성해서 탄단지 분석해주는 식으로 하면 좋을 듯",2025-09-08 23:35:08,nan,android,kr,nan,루션,https://play-lh.googleusercontent.com/a/ACg8ocLIPsTxtagD750-Y0M7genqV66PULTBnX80GZ3l4zK2zHjXUw=mo,5,,None,,,ko,com.kurly.balance
7759c66f-4013-438c-8577-37404b13f76e,미남재영,5,,기대가 많이 되는 앱이에요 ㅎㅎ,2025-08-19 12:24:34,nan,android,kr,nan,루션,https://play-lh.googleusercontent.com/a/ACg8ocK5X7OXmtpJ_5i0NrwP6kclpd04rcQ-GK0P5GyddYXs1X3lTg=mo,1,,None,,,ko,com.kurly.balance
12742311194,오지게짜증남,1,장바구니 담기 안됨,옵션 여러개 있는 상품들 옵션 선택시 장바구니담기 눌러도 먹통 반응이 없네요,2025-06-06 05:03:32,1.1.13,ios,kr,1495613563,그리팅,,,,,,,,nan
12679498754,윤생2,1,자동로그인좀 안팅기게 해주세요,네이버 로그인 자동로그인 들어갈때마다 로그아웃 되어있네요  진짜 귀찮고 물건사기 싫어져요,2025-05-20 20:47:33,1.1.12,ios,kr,1495613563,그리팅,,,,,,,,nan
12679212817,우니123,1,여전히 느리거 구리군요,예전에 한참 할인 많이해서 사먹었는데 진짜 행사할때마다 어플 개느려서 계속 튕기고 로그인 계속 풀리고 이래서 그리팅 쓰다가 접었는데 여전히 그러네? 여긴 앱후기 안보나... 돈좀 써서 제대로된 개발자 뽑으세요 제발,2025-05-20 18:43:10,1.1.12,ios,kr,1495613563,그리팅,,,,,,,,nan
12599800360,도동도동이이이,3,앱진짜 느려요,결제버튼 누르고나면 진짜 버벅거리고 안넘어가요 ㅠㅠ,2025-04-29 09:11:33,1.1.12,ios,kr,1495613563,그리팅,,,,,,,,nan
12468543750,......................y......j,1,어플에 투자 좀 하세요,클릭이 되지도 않고 심지어 장바구니 담기도 안되고 구매하기도 안눌리고 왜 만드신 건지...? 아침에 출근하면서 간단히 시키려고 한건데 기껏 회원정보 찾아서 로근 했더니 아무것도 안되고 시간만 낭비함 ㅠ,2025-03-26 17:09:32,1.1.11,ios,kr,1495613563,그리팅,,,,,,,,nan
12414827809,뭐고즌쯔,3,로그인안됨,sns로 가입했는데 로그인이 안돼요. 답답,2025-03-13 02:27:16,1.1.11,ios,kr,1495613563,그리팅,,,,,,,,nan
12167475528,sfkyt,1,별 한개도 아깝다,이걸 쓰라고 만들엇음? 개발자들 반성 많이 해야할듯 연봉 반납하시길 애초애 전부 웹뷰인데 어거지로 앱으로 만들어놨으면 동작이라도 잘되야지 이럴거면 왜 앱으로 만들었음? Hpoint 통합회원 가입도 안되고 회원정보 수정 버튼으로 진입도 안되고.. 쿠폰 뿌려서 샀지 안그럼 이거 다시 쓸일은 없을듯  사용자 경험은 개나준 앱 제발 제대로 만드시길,2025-01-10 07:04:27,1.1.10,ios,kr,1495613563,그리팅,,,,,,,,nan
12030800941,이쁜이언니,5,한번씩 주는 쿠폰 아주 좋아요,다 맛있고 배송도 포장도 꼼꼼해요,2024-12-05 20:25:21,1.1.10,ios,kr,1495613563,그리팅,,,,,,,,nan
12012403204,아이수아이수,5,첫 주문,기대됩니다~ 추천받아서 가입하고 주문해봐요~,2024-12-01 00:24:09,1.1.10,ios,kr,1495613563,그리팅,,,,,,,,nan
11913150788,유요미난데,3,그리팅 자체는 좋으나 앱이 진짜..,전부터 어플에서 카카오로그인버튼이 가끔씩 안눌림 눌러도 무반응 그리고 어제 주문하는데  로그인하고 장바구니에 이것저것 넣고 결제하기누르면 로그아웃됨ㅋㅋㅋㅋㅋ 시간이 너무 길었나 해서 다시했는데 또 로그아웃.. 화딱지나서 안시키려다 세번째만에 주문됨.. 다른후기봐도 앱 개선이 필요해보여요,2024-11-04 15:03:02,1.1.8,ios,kr,1495613563,그리팅,,,,,,,,nan
11794749833,그리팅리뷰.,1,짜증나는 카카오로그인 안됨 현상,진짜 어지간히 융통성도 없고.  장사 하려면 잘 좀 만들어주세요  재입고알림도 폰 앱에서만 되면서 카카오로 가입한 나는 폰으로 로그인을 못해서 짜증나네,2024-10-03 19:25:49,1.1.6,ios,kr,1495613563,그리팅,,,,,,,,nan
11765610594,바삭쿠키,5,자취생 추천 앱,"페이코로 할인 끌어모아서 매번 사머금  영양 알아서 세팅되어있어서 식단 관리도 간편,,,👍 챌린지 식단이 제일 맛있고 일반 냉동으로 오는 건 막입이 먹어도 충격적으로 맛없는 확률이 너무 높아서 ㅂㄹ",2024-09-25 23:44:05,1.1.6,ios,kr,1495613563,그리팅,,,,,,,,nan
11748398593,misol004,4,좋아요,"결제 시 버벅대는 문제가 발생해서 번거로웠지만, 어플 통해 간편하게 주문할 수 있어 좋아요",2024-09-21 06:34:28,1.1.6,ios,kr,1495613563,그리팅,,,,,,,,nan
11732998468,schumann and clara,1,주문 포기하게 만드는 앱,결제도 일반 카드는 안되고 뱅크페이? 통해서만 하게 되어있는데.. 그마져도 잘 안됨. 결국 주문포기..,2024-09-16 23:59:27,1.1.6,ios,kr,1495613563,그리팅,,,,,,,,nan
11717978175,부디위젯,5,저는 괜찮습니다,리뷰쓰기도 편하고 음식구매하는것도 문제없습니다,2024-09-12 18:10:32,1.1.6,ios,kr,1495613563,그리팅,,,,,,,,nan
11416329972,푸덩푸덩,1,사이트가 왜 이렇게 개그지같아요?,발가락으로 만들어도 이거보다 잘 만들겠네  대기업 끼고 하는 사이트 맞음??,2024-06-23 20:51:08,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
11352255910,하늘위정복,4,상품자체는 넘 만족인데 앱이 넘 느려요,상품은 감사히 잘 받오보거 있습니다 다만 앱속도가 좀 느려서 불편함이 있어요~ 개선부탁합니다,2024-06-06 20:27:46,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
11347414412,둥이둥둥8,5,너무 잘쓰고있어요,감사합니다,2024-06-05 13:09:52,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
11338471261,로그인1111,3,자동 로그인,자동 로그인 설정을 해놔도 매번 풀리네요 ㅠㅠ 이거 보완되면 너무너무 감사하겠습니다.,2024-06-03 05:23:45,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
11325926958,스컬리87,4,할인 되고 이런건 좋은데..,어플이 느리긴해요~~!!,2024-05-30 20:22:41,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
11287056401,이이야쥬쥬쥬,1,위변조된 앱 탈옥된 폰이라고 못씀,멀쩡하게 잘 쓰고 있는 핸드폰인데 그리팅앱에서만 위변조된 앱 탈옥된 폰이라고 앱 가동이 안되요,2024-05-20 03:29:42,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
11270553593,마가렛양,1,앱 어떻게 씁니까?,탈옥 및 위변조 기기라고 뜨는데 잘못된게 아닙니까?,2024-05-15 09:51:01,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
11264415567,riveiwer1212,1,위변조된 앱과 탈옥된 폰으로는 서비스를 이용할 수 없습니다,오랜만에 주문하려고 앱 재설치했더니 저런 에러가 뜨뜹니다. 앱스토어에서 다운받은 어플이고 탈옥폰도 아닌데 왜 저렇게 감지됐는 지 모르겠어요. 어떻게 사용할 수 있나요,2024-05-13 15:25:27,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
11248404963,보름아빠,5,가끔 생각날 때 시켜요,현대카드 모빌리티 카드를 쓰고 있어 쌓이고 있는  블루멤버스 포인트 쓰기 좋아요. 한번에 2만 포인트 쓸 수 있네요. 퀄리티 좋은 음식에 매번 만족합니다.,2024-05-09 04:51:29,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
11243829656,반달곰1032,1,스마트 폰을 바꿨더니… 위변조된 폰이라고,서비스 이용이 불가능하다 하네요.  앱을 삭제하고 다시 깔아도 … 반복되는 메세지가 떠서… 이용할 수 없어요. 어떻게 해야 하나요?,2024-05-07 20:03:16,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
11228213444,아롱's,1,탈옥된 폰 아닌데,깔자마자 위조된 앱 탈옥된 폰은 안된다고 사용 못하네요 예전에 그리팅 잘 먹은 기억에 다시 사려고핶더니..,2024-05-03 09:56:18,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
11221853700,긍정의한줄,1,내 폰이 탈옥폰?,탈옥한 적도 없는데 탈옥폰이라면서 켜지지도 않네.. 앱 관리는 전혀 안 하나 봐요.,2024-05-01 15:36:49,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
11193655525,Kirana3406,1,실행이 안됩니다.,위변조된 앱 혹은 탈옥한 아이폰은 사용이 불가능하다고만 나옵니다.,2024-04-23 17:32:57,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
11184847778,ycae,1,위변조된앱?,처음 실행도 안됩니다,2024-04-21 07:07:10,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
11175751526,이흐유,1,아예들어가지지가않네요,위변조된앱과 탈옥폰이라고뜨는데 아이폰15pro 사용하는데 탈옥한적도없고 어플문젠가요,2024-04-18 22:28:21,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
11156586848,jjin0704,1,어플이용이 안돼요,위변조앱 탈옥폰 어쩌고 뜨면서 어플이용자체가 안되네요,2024-04-14 00:56:58,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
11029042945,KANG.jjjj,5,편해요,편하게 주문하고 결제할수있어요. 좋습니다,2024-03-10 05:26:59,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
10853884497,heonylemontea,5,자동로그인 자꾸 풀리네요.,"안녕하세요 서비스 잘 사용하고 있는데요. 자동로그인을 하고 탐색하다가, 어플 나갔다가 들어오면 자꾸로그인이 풀려있네요.  주문배송현황 확인할 때 불편한데, 개선부탁드립니다. 제 계정으로 재현해봐주시면 좋을 것 같아요.",2024-01-22 23:04:37,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
10830774871,Mama맹맹맹,5,90프로 만족~,복불복이 있지만 리뷰들 보며 주문하면 대부분 성공입니다~,2024-01-16 20:03:27,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
10785267097,유후리리리리,3,그리팅 앱은 언제 안정회되나요???,"진짜 참다참다 ... 너무한 거 아닌가요  대기업에서 만든 앱이 진짜 너무 할 정도네요 자동로그인 매번 풀리는 건 이미 많은 분들이 적어주셨고, 비번 맞는데 계속 틀리다고 나와서 앱 껐다가 키면 또 로그인 되어 있고.. 진짜 응대도 친절하고 가격도 좋은데 2020년대에 이런 앱은 처음 봤습니다..",2024-01-04 19:03:08,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
10745436017,둥2파파,5,최고입니다.,밀키트중에 최고. 배송도 항상 좋아요.,2023-12-25 20:04:19,1.1.3,ios,kr,1495613563,그리팅,,,,,,,,nan
